Unnamed: 0.1,Unnamed: 0,formation_energy,elem_frac,elem_list,energy,formula,magnetic_moment,spin_index,num_p,num_d,num_f,atomic_rad,atomic_vol,covalent_rad,dipole,eaffinity,num_electrons,A1,A2,B1,B2,X,elem_sorted
78,78,-0.78291796,"[{Element Cr: 0.1}, {Element Ag: 0.1}, {Element Sn: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}]","[Element Cr, Element Ag, Element Sn, Element Ge, Element Te]",-40.73799139,Cr1Ag1Sn1Ge1Te6,2.5831,1,4,11,0,"[130.0, 144.0, 162.0, 137.0, 160.0]","[7.23, 10.3, 16.3, 13.6, 20.5]","[122.0, 128.0, 140.0, 121.0, 136.0]","[78.4, 52.5, 42.4, 39.43, 37.0]","[0.6659999999999999, 1.3019999999999998, 1.112067, 1.232712, 1.9708759999999999]","[24, 47, 50, 32, 52]",0,0,0,0,0,"['Cr', 'Ag', 'Ge', 'Ge', 'Te']"
79,79,-0.817511987,"[{Element Cr: 0.1}, {Element Ag: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Cr, Element Ag, Element Sn, Element Te, Element P]",-41.55963356,Cr1Ag1Sn1Te6P1,2.8261,0,4,11,0,"[130.0, 144.0, 162.0, 160.0, 128.0]","[7.23, 10.3, 16.3, 20.5, 17.0]","[122.0, 128.0, 140.0, 136.0, 111.00000000000001]","[78.4, 52.5, 42.4, 37.0, 24.93]","[0.6659999999999999, 1.3019999999999998, 1.112067, 1.9708759999999999, 0.746607]","[24, 47, 50, 52, 15]",0,0,0,0,0,"['Cr', 'Ag', 'P', 'P', 'Te']"
80,80,-0.80307472,"[{Element Cr: 0.1}, {Element Ag: 0.1}, {Element Sn: 0.2}, {Element Te: 0.6}]","[Element Cr, Element Ag, Element Sn, Element Te]",-40.14479939,Cr1Ag1Sn2Te6,2.6013,0,4,11,0,"[130.0, 144.0, 162.0, 160.0]","[7.23, 10.3, 16.3, 20.5]","[122.0, 128.0, 140.0, 136.0]","[78.4, 52.5, 42.4, 37.0]","[0.6659999999999999, 1.3019999999999998, 1.112067, 1.9708759999999999]","[24, 47, 50, 52]",0,0,0,0,0,"['Cr', 'Ag', 'Te']"
81,81,-0.733075704,"[{Element Cr: 0.1}, {Element Ag: 0.1}, {Element Te: 0.6}, {Element P: 0.2}]","[Element Cr, Element Ag, Element Te, Element P]",-42.87559418,Cr1Ag1Te6P2,3.0071,0,4,11,0,"[130.0, 144.0, 160.0, 128.0]","[7.23, 10.3, 20.5, 17.0]","[122.0, 128.0, 136.0, 111.00000000000001]","[78.4, 52.5, 37.0, 24.93]","[0.6659999999999999, 1.3019999999999998, 1.9708759999999999, 0.746607]","[24, 47, 52, 15]",0,0,0,0,0,"['Cr', 'Ag', 'P', 'P', 'Te']"
82,82,-0.841968677,"[{Element Cr: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element Mo: 0.1}, {Element P: 0.1}]","[Element Cr, Element Ge, Element Te, Element Mo, Element P]",-50.29970387,Cr1Ge1Te6Mo1P1,5.015,0,4,6,0,"[130.0, 137.0, 160.0, 139.0, 128.0]","[7.23, 13.6, 20.5, 9.4, 17.0]","[122.0, 121.0, 136.0, 138.0, 111.00000000000001]","[78.4, 39.43, 37.0, 72.5, 24.93]","[0.6659999999999999, 1.232712, 1.9708759999999999, 0.748, 0.746607]","[24, 32, 52, 42, 15]",0,0,0,0,0,"['Cr', 'Mo', 'Ge', 'P', 'Te']"
83,83,-0.949384307,"[{Element Cr: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Au: 0.1}]","[Element Cr, Element Ge, Element Te, Element P, Element Au]",-42.74693398,Cr1Ge1Te6P1Au1,2.6923,0,4,11,0,"[130.0, 137.0, 160.0, 128.0, 146.0]","[7.23, 13.6, 20.5, 17.0, 10.2]","[122.0, 121.0, 136.0, 111.00000000000001, 124.0]","[78.4, 39.43, 37.0, 24.93, 36.1]","[0.6659999999999999, 1.232712, 1.9708759999999999, 0.746607, 2.30863]","[24, 32, 52, 15, 79]",0,0,0,0,0,"['Cr', 'Au', 'Ge', 'P', 'Te']"
84,84,-1.923810917,"[{Element Cr: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Ir: 0.1}]","[Element Cr, Element Ge, Element Te, Element P, Element Ir]",-49.311373,Cr1Ge1Te6P1Ir1,2.5997,1,4,9,0,"[130.0, 137.0, 160.0, 128.0, 136.0]","[7.23, 13.6, 20.5, 17.0, 8.54]","[122.0, 121.0, 136.0, 111.00000000000001, 122.0]","[78.4, 39.43, 37.0, 24.93, 51.0]","[0.6659999999999999, 1.232712, 1.9708759999999999, 0.746607, 1.5638]","[24, 32, 52, 15, 77]",0,0,0,0,0,"['Cr', 'Ir', 'Ge', 'P', 'Te']"
85,85,-0.959131842,"[{Element Cr: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Os: 0.1}]","[Element Cr, Element Ge, Element Te, Element P, Element Os]",-50.70264977,Cr1Ge1Te6P1Os1,3.0118,0,4,8,0,"[130.0, 137.0, 160.0, 128.0, 135.0]","[7.23, 13.6, 20.5, 17.0, 8.43]","[122.0, 121.0, 136.0, 111.00000000000001, 129.0]","[78.4, 39.43, 37.0, 24.93, 57.0]","[0.6659999999999999, 1.232712, 1.9708759999999999, 0.746607, 1.1]","[24, 32, 52, 15, 76]",0,0,0,0,0,"['Cr', 'Os', 'Ge', 'P', 'Te']"
86,86,-1.645943267,"[{Element Cr: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Pd: 0.1}]","[Element Cr, Element Ge, Element Te, Element P, Element Pd]",-45.3522966,Cr1Ge1Te6P1Pd1,2.7857,0,4,10,0,"[130.0, 137.0, 160.0, 128.0, 137.0]","[7.23, 13.6, 20.5, 17.0, 8.9]","[122.0, 121.0, 136.0, 111.00000000000001, 120.0]","[78.4, 39.43, 37.0, 24.93, 32.0]","[0.6659999999999999, 1.232712, 1.9708759999999999, 0.746607, 0.562]","[24, 32, 52, 15, 46]",0,0,0,0,0,"['Cr', 'Pd', 'Ge', 'P', 'Te']"
87,87,-2.095583127,"[{Element Cr: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Pt: 0.1}]","[Element Cr, Element Ge, Element Te, Element P, Element Pt]",-46.67614722,Cr1Ge1Te6P1Pt1,2.9997,0,4,10,0,"[130.0, 137.0, 160.0, 128.0, 139.0]","[7.23, 13.6, 20.5, 17.0, 9.1]","[122.0, 121.0, 136.0, 111.00000000000001, 123.0]","[78.4, 39.43, 37.0, 24.93, 44.0]","[0.6659999999999999, 1.232712, 1.9708759999999999, 0.746607, 2.128]","[24, 32, 52, 15, 78]",0,0,0,0,0,"['Cr', 'Pt', 'Ge', 'P', 'Te']"
88,88,-2.058709687,"[{Element Cr: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Rh: 0.1}]","[Element Cr, Element Ge, Element Te, Element P, Element Rh]",-47.93944949,Cr1Ge1Te6P1Rh1,2.5897,1,4,9,0,"[130.0, 137.0, 160.0, 128.0, 134.0]","[7.23, 13.6, 20.5, 17.0, 8.3]","[122.0, 121.0, 136.0, 111.00000000000001, 125.0]","[78.4, 39.43, 37.0, 24.93, 58.0]","[0.6659999999999999, 1.232712, 1.9708759999999999, 0.746607, 1.137]","[24, 32, 52, 15, 45]",0,0,0,0,0,"['Cr', 'Rh', 'Ge', 'P', 'Te']"
89,89,-0.712438935,"[{Element Cr: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element W: 0.1}]","[Element Cr, Element Ge, Element Te, Element P, Element W]",-52.21997754,Cr1Ge1Te6P1W1,4.9384,0,4,6,0,"[130.0, 137.0, 160.0, 128.0, 141.0]","[7.23, 13.6, 20.5, 17.0, 9.53]","[122.0, 121.0, 136.0, 111.00000000000001, 137.0]","[78.4, 39.43, 37.0, 24.93, 75.0]","[0.6659999999999999, 1.232712, 1.9708759999999999, 0.746607, 0.81626]","[24, 32, 52, 15, 74]",0,0,0,0,0,"['Cr', 'W', 'Ge', 'P', 'Te']"
90,90,-1.15877206,"[{Element Cr: 0.1}, {Element Ge: 0.2}, {Element Te: 0.6}, {Element Au: 0.1}]","[Element Cr, Element Ge, Element Te, Element Au]",-42.16927359,Cr1Ge2Te6Au1,2.3612,1,4,11,0,"[130.0, 137.0, 160.0, 146.0]","[7.23, 13.6, 20.5, 10.2]","[122.0, 121.0, 136.0, 124.0]","[78.4, 39.43, 37.0, 36.1]","[0.6659999999999999, 1.232712, 1.9708759999999999, 2.30863]","[24, 32, 52, 79]",0,0,0,0,0,"['Cr', 'Au', 'Ge', 'Ge', 'Te']"
91,91,-2.21316516,"[{Element Cr: 0.1}, {Element Ge: 0.2}, {Element Te: 0.6}, {Element Ir: 0.1}]","[Element Cr, Element Ge, Element Te, Element Ir]",-48.8136791,Cr1Ge2Te6Ir1,3.0098,0,4,9,0,"[130.0, 137.0, 160.0, 136.0]","[7.23, 13.6, 20.5, 8.54]","[122.0, 121.0, 136.0, 122.0]","[78.4, 39.43, 37.0, 51.0]","[0.6659999999999999, 1.232712, 1.9708759999999999, 1.5638]","[24, 32, 52, 77]",0,0,0,0,0,"['Cr', 'Ir', 'Ge', 'Ge', 'Te']"
92,92,-0.98099622,"[{Element Cr: 0.1}, {Element Ge: 0.2}, {Element Te: 0.6}, {Element Mo: 0.1}]","[Element Cr, Element Ge, Element Te, Element Mo]",-49.65168327,Cr1Ge2Te6Mo1,5.9983,0,4,6,0,"[130.0, 137.0, 160.0, 139.0]","[7.23, 13.6, 20.5, 9.4]","[122.0, 121.0, 136.0, 138.0]","[78.4, 39.43, 37.0, 72.5]","[0.6659999999999999, 1.232712, 1.9708759999999999, 0.748]","[24, 32, 52, 42]",0,0,0,0,0,"['Cr', 'Mo', 'Ge', 'Ge', 'Te']"
93,93,-0.820233035,"[{Element Cr: 0.1}, {Element Ge: 0.2}, {Element Te: 0.6}, {Element Os: 0.1}]","[Element Cr, Element Ge, Element Te, Element Os]",-49.77670282,Cr1Ge2Te6Os1,3.3716,0,4,8,0,"[130.0, 137.0, 160.0, 135.0]","[7.23, 13.6, 20.5, 8.43]","[122.0, 121.0, 136.0, 129.0]","[78.4, 39.43, 37.0, 57.0]","[0.6659999999999999, 1.232712, 1.9708759999999999, 1.1]","[24, 32, 52, 76]",0,0,0,0,0,"['Cr', 'Os', 'Ge', 'Ge', 'Te']"
94,94,-1.8336421,"[{Element Cr: 0.1}, {Element Ge: 0.2}, {Element Te: 0.6}, {Element Pd: 0.1}]","[Element Cr, Element Ge, Element Te, Element Pd]",-44.75294729,Cr1Ge2Te6Pd1,2.3501,0,4,10,0,"[130.0, 137.0, 160.0, 137.0]","[7.23, 13.6, 20.5, 8.9]","[122.0, 121.0, 136.0, 120.0]","[78.4, 39.43, 37.0, 32.0]","[0.6659999999999999, 1.232712, 1.9708759999999999, 0.562]","[24, 32, 52, 46]",0,0,0,0,0,"['Cr', 'Pd', 'Ge', 'Ge', 'Te']"
95,95,-2.25902228,"[{Element Cr: 0.1}, {Element Ge: 0.2}, {Element Te: 0.6}, {Element Pt: 0.1}]","[Element Cr, Element Ge, Element Te, Element Pt]",-46.05253823,Cr1Ge2Te6Pt1,2.4785,1,4,10,0,"[130.0, 137.0, 160.0, 139.0]","[7.23, 13.6, 20.5, 9.1]","[122.0, 121.0, 136.0, 123.0]","[78.4, 39.43, 37.0, 44.0]","[0.6659999999999999, 1.232712, 1.9708759999999999, 2.128]","[24, 32, 52, 78]",0,0,0,0,0,"['Cr', 'Pt', 'Ge', 'Ge', 'Te']"
96,96,-2.33822362,"[{Element Cr: 0.1}, {Element Ge: 0.2}, {Element Te: 0.6}, {Element Rh: 0.1}]","[Element Cr, Element Ge, Element Te, Element Rh]",-47.43191528,Cr1Ge2Te6Rh1,3.0119,1,4,9,0,"[130.0, 137.0, 160.0, 134.0]","[7.23, 13.6, 20.5, 8.3]","[122.0, 121.0, 136.0, 125.0]","[78.4, 39.43, 37.0, 58.0]","[0.6659999999999999, 1.232712, 1.9708759999999999, 1.137]","[24, 32, 52, 45]",0,0,0,0,0,"['Cr', 'Rh', 'Ge', 'Ge', 'Te']"
97,97,-0.783443467,"[{Element Cr: 0.1}, {Element Ge: 0.2}, {Element Te: 0.6}, {Element W: 0.1}]","[Element Cr, Element Ge, Element Te, Element W]",-51.50393393,Cr1Ge2Te6W1,5.6479,0,4,6,0,"[130.0, 137.0, 160.0, 141.0]","[7.23, 13.6, 20.5, 9.53]","[122.0, 121.0, 136.0, 137.0]","[78.4, 39.43, 37.0, 75.0]","[0.6659999999999999, 1.232712, 1.9708759999999999, 0.81626]","[24, 32, 52, 74]",0,0,0,0,0,"['Cr', 'W', 'Ge', 'Ge', 'Te']"
98,98,-0.300628245,"[{Element Cr: 0.1}, {Element Re: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Cr, Element Re, Element Ge, Element Te, Element P]",-51.26822064,Cr1Re1Ge1Te6P1,3.9235,0,4,7,0,"[130.0, 137.0, 137.0, 160.0, 128.0]","[7.23, 8.85, 13.6, 20.5, 17.0]","[122.0, 131.0, 121.0, 136.0, 111.00000000000001]","[78.4, 65.0, 39.43, 37.0, 24.93]","[0.6659999999999999, 0.15, 1.232712, 1.9708759999999999, 0.746607]","[24, 75, 32, 52, 15]",0,0,0,0,0,"['Cr', 'Re', 'Ge', 'P', 'Te']"
99,99,-0.335846577,"[{Element Cr: 0.1}, {Element Re: 0.1}, {Element Ge: 0.2}, {Element Te: 0.6}]","[Element Cr, Element Re, Element Ge, Element Te]",-50.51639083,Cr1Re1Ge2Te6,4.8782,1,4,7,0,"[130.0, 137.0, 137.0, 160.0]","[7.23, 8.85, 13.6, 20.5]","[122.0, 131.0, 121.0, 136.0]","[78.4, 65.0, 39.43, 37.0]","[0.6659999999999999, 0.15, 1.232712, 1.9708759999999999]","[24, 75, 32, 52]",0,0,0,0,0,"['Cr', 'Re', 'Ge', 'Ge', 'Te']"
100,100,-0.457851582,"[{Element Cr: 0.1}, {Element Re: 0.1}, {Element Si: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}]","[Element Cr, Element Re, Element Si, Element Ge, Element Te]",-51.44101612,Cr1Re1Si1Ge1Te6,4.8787,0,4,7,0,"[130.0, 137.0, 132.0, 137.0, 160.0]","[7.23, 8.85, 12.1, 13.6, 20.5]","[122.0, 131.0, 115.99999999999999, 121.0, 136.0]","[78.4, 65.0, 37.31, 39.43, 37.0]","[0.6659999999999999, 0.15, 1.3895211, 1.232712, 1.9708759999999999]","[24, 75, 14, 32, 52]",0,0,0,0,0,"['Cr', 'Re', 'Si', 'Ge', 'Te']"
101,101,-0.297578362,"[{Element Cr: 0.1}, {Element Re: 0.1}, {Element Si: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}]","[Element Cr, Element Re, Element Si, Element Sn, Element Te]",-50.66739414,Cr1Re1Si1Sn1Te6,4.8663,1,4,7,0,"[130.0, 137.0, 132.0, 162.0, 160.0]","[7.23, 8.85, 12.1, 16.3, 20.5]","[122.0, 131.0, 115.99999999999999, 140.0, 136.0]","[78.4, 65.0, 37.31, 42.4, 37.0]","[0.6659999999999999, 0.15, 1.3895211, 1.112067, 1.9708759999999999]","[24, 75, 14, 50, 52]",0,0,0,0,0,"['Cr', 'Re', 'Si', 'Si', 'Te']"
102,102,-0.54723572,"[{Element Cr: 0.1}, {Element Re: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Cr, Element Re, Element Si, Element Te, Element P]",-52.3174484,Cr1Re1Si1Te6P1,3.9186,0,4,7,0,"[130.0, 137.0, 132.0, 160.0, 128.0]","[7.23, 8.85, 12.1, 20.5, 17.0]","[122.0, 131.0, 115.99999999999999, 136.0, 111.00000000000001]","[78.4, 65.0, 37.31, 37.0, 24.93]","[0.6659999999999999, 0.15, 1.3895211, 1.9708759999999999, 0.746607]","[24, 75, 14, 52, 15]",0,0,0,0,0,"['Cr', 'Re', 'Si', 'P', 'Te']"
103,103,-0.597604987,"[{Element Cr: 0.1}, {Element Re: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}]","[Element Cr, Element Re, Element Si, Element Te]",-52.38338981,Cr1Re1Si2Te6,4.8756,0,4,7,0,"[130.0, 137.0, 132.0, 160.0]","[7.23, 8.85, 12.1, 20.5]","[122.0, 131.0, 115.99999999999999, 136.0]","[78.4, 65.0, 37.31, 37.0]","[0.6659999999999999, 0.15, 1.3895211, 1.9708759999999999]","[24, 75, 14, 52]",0,0,0,0,0,"['Cr', 'Re', 'Si', 'Si', 'Te']"
104,104,-0.343258317,"[{Element Cr: 0.1}, {Element Re: 0.1}, {Element Sn: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}]","[Element Cr, Element Re, Element Sn, Element Ge, Element Te]",-49.91045381,Cr1Re1Sn1Ge1Te6,4.8525,1,4,7,0,"[130.0, 137.0, 162.0, 137.0, 160.0]","[7.23, 8.85, 16.3, 13.6, 20.5]","[122.0, 131.0, 140.0, 121.0, 136.0]","[78.4, 65.0, 42.4, 39.43, 37.0]","[0.6659999999999999, 0.15, 1.112067, 1.232712, 1.9708759999999999]","[24, 75, 50, 32, 52]",0,0,0,0,0,"['Cr', 'Re', 'Ge', 'Ge', 'Te']"
105,105,-0.201887465,"[{Element Cr: 0.1}, {Element Re: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Cr, Element Re, Element Sn, Element Te, Element P]",-50.5561311,Cr1Re1Sn1Te6P1,3.932,0,4,7,0,"[130.0, 137.0, 162.0, 160.0, 128.0]","[7.23, 8.85, 16.3, 20.5, 17.0]","[122.0, 131.0, 140.0, 136.0, 111.00000000000001]","[78.4, 65.0, 42.4, 37.0, 24.93]","[0.6659999999999999, 0.15, 1.112067, 1.9708759999999999, 0.746607]","[24, 75, 50, 52, 15]",0,0,0,0,0,"['Cr', 'Re', 'P', 'P', 'Te']"
106,106,-0.605303197,"[{Element Cr: 0.1}, {Element Re: 0.1}, {Element Sn: 0.2}, {Element Te: 0.6}]","[Element Cr, Element Re, Element Sn, Element Te]",-49.55914993,Cr1Re1Sn2Te6,4.8626,0,4,7,0,"[130.0, 137.0, 162.0, 160.0]","[7.23, 8.85, 16.3, 20.5]","[122.0, 131.0, 140.0, 136.0]","[78.4, 65.0, 42.4, 37.0]","[0.6659999999999999, 0.15, 1.112067, 1.9708759999999999]","[24, 75, 50, 52]",0,0,0,0,0,"['Cr', 'Re', 'Te']"
107,107,0.109844768,"[{Element Cr: 0.1}, {Element Re: 0.1}, {Element Te: 0.6}, {Element P: 0.2}]","[Element Cr, Element Re, Element Te, Element P]",-51.64479577,Cr1Re1Te6P2,3.3419,1,4,7,0,"[130.0, 137.0, 160.0, 128.0]","[7.23, 8.85, 20.5, 17.0]","[122.0, 131.0, 136.0, 111.00000000000001]","[78.4, 65.0, 37.0, 24.93]","[0.6659999999999999, 0.15, 1.9708759999999999, 0.746607]","[24, 75, 52, 15]",0,0,0,0,0,"['Cr', 'Re', 'P', 'P', 'Te']"
108,108,-0.926192185,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Ag: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}]","[Element Cr, Element Si, Element Ag, Element Ge, Element Te]",-42.29723466,Cr1Si1Ag1Ge1Te6,2.4931,1,4,11,0,"[130.0, 132.0, 144.0, 137.0, 160.0]","[7.23, 12.1, 10.3, 13.6, 20.5]","[122.0, 115.99999999999999, 128.0, 121.0, 136.0]","[78.4, 37.31, 52.5, 39.43, 37.0]","[0.6659999999999999, 1.3895211, 1.3019999999999998, 1.232712, 1.9708759999999999]","[24, 14, 47, 32, 52]",0,0,0,0,0,"['Cr', 'Ag', 'Si', 'Ge', 'Te']"
109,109,-0.839342055,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Ag: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}]","[Element Cr, Element Si, Element Ag, Element Sn, Element Te]",-41.59703577,Cr1Si1Ag1Sn1Te6,2.5999,1,4,11,0,"[130.0, 132.0, 144.0, 162.0, 160.0]","[7.23, 12.1, 10.3, 16.3, 20.5]","[122.0, 115.99999999999999, 128.0, 140.0, 136.0]","[78.4, 37.31, 52.5, 42.4, 37.0]","[0.6659999999999999, 1.3895211, 1.3019999999999998, 1.112067, 1.9708759999999999]","[24, 14, 47, 50, 52]",0,0,0,0,0,"['Cr', 'Ag', 'Si', 'Si', 'Te']"
110,110,-1.075282522,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Ag: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Cr, Element Si, Element Ag, Element Te, Element P]",-43.23337314,Cr1Si1Ag1Te6P1,2.225,1,4,11,0,"[130.0, 132.0, 144.0, 160.0, 128.0]","[7.23, 12.1, 10.3, 20.5, 17.0]","[122.0, 115.99999999999999, 128.0, 136.0, 111.00000000000001]","[78.4, 37.31, 52.5, 37.0, 24.93]","[0.6659999999999999, 1.3895211, 1.3019999999999998, 1.9708759999999999, 0.746607]","[24, 14, 47, 52, 15]",0,0,0,0,0,"['Cr', 'Ag', 'Si', 'P', 'Te']"
111,111,-1.254206985,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element Au: 0.1}]","[Element Cr, Element Si, Element Ge, Element Te, Element Au]",-43.0673288,Cr1Si1Ge1Te6Au1,2.5088,0,4,11,0,"[130.0, 132.0, 137.0, 160.0, 146.0]","[7.23, 12.1, 13.6, 20.5, 10.2]","[122.0, 115.99999999999999, 121.0, 136.0, 124.0]","[78.4, 37.31, 39.43, 37.0, 36.1]","[0.6659999999999999, 1.3895211, 1.232712, 1.9708759999999999, 2.30863]","[24, 14, 32, 52, 79]",0,0,0,0,0,"['Cr', 'Au', 'Si', 'Ge', 'Te']"
112,112,-2.352086465,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element Ir: 0.1}]","[Element Cr, Element Si, Element Ge, Element Te, Element Ir]",-49.75522069,Cr1Si1Ge1Te6Ir1,3.0097,1,4,9,0,"[130.0, 132.0, 137.0, 160.0, 136.0]","[7.23, 12.1, 13.6, 20.5, 8.54]","[122.0, 115.99999999999999, 121.0, 136.0, 122.0]","[78.4, 37.31, 39.43, 37.0, 51.0]","[0.6659999999999999, 1.3895211, 1.232712, 1.9708759999999999, 1.5638]","[24, 14, 32, 52, 77]",0,0,0,0,0,"['Cr', 'Ir', 'Si', 'Ge', 'Te']"
113,113,-1.137256975,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element Mo: 0.1}]","[Element Cr, Element Si, Element Ge, Element Te, Element Mo]",-50.61056431,Cr1Si1Ge1Te6Mo1,0.0202,1,4,6,0,"[130.0, 132.0, 137.0, 160.0, 139.0]","[7.23, 12.1, 13.6, 20.5, 9.4]","[122.0, 115.99999999999999, 121.0, 136.0, 138.0]","[78.4, 37.31, 39.43, 37.0, 72.5]","[0.6659999999999999, 1.3895211, 1.232712, 1.9708759999999999, 0.748]","[24, 14, 32, 52, 42]",0,0,0,0,0,"['Cr', 'Mo', 'Si', 'Ge', 'Te']"
114,114,-0.95521221,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element Os: 0.1}]","[Element Cr, Element Si, Element Ge, Element Te, Element Os]",-50.71430228,Cr1Si1Ge1Te6Os1,2.7443,1,4,8,0,"[130.0, 132.0, 137.0, 160.0, 135.0]","[7.23, 12.1, 13.6, 20.5, 8.43]","[122.0, 115.99999999999999, 121.0, 136.0, 129.0]","[78.4, 37.31, 39.43, 37.0, 57.0]","[0.6659999999999999, 1.3895211, 1.232712, 1.9708759999999999, 1.1]","[24, 14, 32, 52, 76]",0,0,0,0,0,"['Cr', 'Os', 'Si', 'Ge', 'Te']"
115,115,-1.950108665,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element Pd: 0.1}]","[Element Cr, Element Si, Element Ge, Element Te, Element Pd]",-45.67203414,Cr1Si1Ge1Te6Pd1,2.294,0,4,10,0,"[130.0, 132.0, 137.0, 160.0, 137.0]","[7.23, 12.1, 13.6, 20.5, 8.9]","[122.0, 115.99999999999999, 121.0, 136.0, 120.0]","[78.4, 37.31, 39.43, 37.0, 32.0]","[0.6659999999999999, 1.3895211, 1.232712, 1.9708759999999999, 0.562]","[24, 14, 32, 52, 46]",0,0,0,0,0,"['Cr', 'Pd', 'Si', 'Ge', 'Te']"
116,116,-2.330101295,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element Pt: 0.1}]","[Element Cr, Element Si, Element Ge, Element Te, Element Pt]",-46.92623753,Cr1Si1Ge1Te6Pt1,2.4546,0,4,10,0,"[130.0, 132.0, 137.0, 160.0, 139.0]","[7.23, 12.1, 13.6, 20.5, 9.1]","[122.0, 115.99999999999999, 121.0, 136.0, 123.0]","[78.4, 37.31, 39.43, 37.0, 44.0]","[0.6659999999999999, 1.3895211, 1.232712, 1.9708759999999999, 2.128]","[24, 14, 32, 52, 78]",0,0,0,0,0,"['Cr', 'Pt', 'Si', 'Ge', 'Te']"
117,117,-2.486093035,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element Rh: 0.1}]","[Element Cr, Element Si, Element Ge, Element Te, Element Rh]",-48.38240498,Cr1Si1Ge1Te6Rh1,3.0114,1,4,9,0,"[130.0, 132.0, 137.0, 160.0, 134.0]","[7.23, 12.1, 13.6, 20.5, 8.3]","[122.0, 115.99999999999999, 121.0, 136.0, 125.0]","[78.4, 37.31, 39.43, 37.0, 58.0]","[0.6659999999999999, 1.3895211, 1.232712, 1.9708759999999999, 1.137]","[24, 14, 32, 52, 45]",0,0,0,0,0,"['Cr', 'Rh', 'Si', 'Ge', 'Te']"
118,118,-0.916141142,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element W: 0.1}]","[Element Cr, Element Si, Element Ge, Element Te, Element W]",-52.43925189,Cr1Si1Ge1Te6W1,5.8048,0,4,6,0,"[130.0, 132.0, 137.0, 160.0, 141.0]","[7.23, 12.1, 13.6, 20.5, 9.53]","[122.0, 115.99999999999999, 121.0, 136.0, 137.0]","[78.4, 37.31, 39.43, 37.0, 75.0]","[0.6659999999999999, 1.3895211, 1.232712, 1.9708759999999999, 0.81626]","[24, 14, 32, 52, 74]",0,0,0,0,0,"['Cr', 'W', 'Si', 'Ge', 'Te']"
119,119,-1.148007245,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element Au: 0.1}]","[Element Cr, Element Si, Element Sn, Element Te, Element Au]",-42.3477803,Cr1Si1Sn1Te6Au1,2.5972,0,4,11,0,"[130.0, 132.0, 162.0, 160.0, 146.0]","[7.23, 12.1, 16.3, 20.5, 10.2]","[122.0, 115.99999999999999, 140.0, 136.0, 124.0]","[78.4, 37.31, 42.4, 37.0, 36.1]","[0.6659999999999999, 1.3895211, 1.112067, 1.9708759999999999, 2.30863]","[24, 14, 50, 52, 79]",0,0,0,0,0,"['Cr', 'Au', 'Si', 'Si', 'Te']"
