Unnamed: 0.1,Unnamed: 0,formation_energy,elem_frac,elem_list,energy,formula,magnetic_moment,spin_index,num_p,num_d,num_f,atomic_rad,atomic_vol,covalent_rad,dipole,eaffinity,num_electrons,A1,A2,B1,B2,X,elem_sorted
205,205,-2.991786864,"[{Element Sc: 0.1}, {Element Cr: 0.1}, {Element Te: 0.6}, {Element P: 0.2}]","[Element Sc, Element Cr, Element Te, Element P]",-48.63776956,Sc1Cr1Te6P2,3.0344,0,10,3,0,"[162.0, 130.0, 160.0, 128.0]","[15.0, 7.23, 20.5, 17.0]","[148.0, 122.0, 136.0, 111.00000000000001]","[142.28, 78.4, 37.0, 24.93]","[0.188, 0.6659999999999999, 1.9708759999999999, 0.746607]","[21, 24, 52, 15]",0,0,0,0,0,"['Sc', 'Cr', 'P', 'P', 'Te']"
206,206,-1.719557207,"[{Element Ta: 0.1}, {Element Cr: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Ta, Element Cr, Element Ge, Element Te, Element P]",-52.09883759,Ta1Cr1Ge1Te6P1,3.9981,0,4,5,0,"[149.0, 130.0, 137.0, 160.0, 128.0]","[10.9, 7.23, 13.6, 20.5, 17.0]","[146.0, 122.0, 121.0, 136.0, 111.00000000000001]","[88.0, 78.4, 39.43, 37.0, 24.93]","[0.322, 0.6659999999999999, 1.232712, 1.9708759999999999, 0.746607]","[73, 24, 32, 52, 15]",0,0,0,0,0,"['Ta', 'Cr', 'Ge', 'P', 'Te']"
207,207,-2.04784591,"[{Element Ta: 0.1}, {Element Cr: 0.1}, {Element Ge: 0.2}, {Element Te: 0.6}]","[Element Ta, Element Cr, Element Ge, Element Te]",-51.64007815,Ta1Cr1Ge2Te6,3.0163,1,4,5,0,"[149.0, 130.0, 137.0, 160.0]","[10.9, 7.23, 13.6, 20.5]","[146.0, 122.0, 121.0, 136.0]","[88.0, 78.4, 39.43, 37.0]","[0.322, 0.6659999999999999, 1.232712, 1.9708759999999999]","[73, 24, 32, 52]",0,0,0,0,0,"['Ta', 'Cr', 'Ge', 'Ge', 'Te']"
208,208,-2.014430285,"[{Element Ta: 0.1}, {Element Cr: 0.1}, {Element Si: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}]","[Element Ta, Element Cr, Element Si, Element Ge, Element Te]",-52.40928281,Ta1Cr1Si1Ge1Te6,3.3923,0,4,5,0,"[149.0, 130.0, 132.0, 137.0, 160.0]","[10.9, 7.23, 12.1, 13.6, 20.5]","[146.0, 122.0, 115.99999999999999, 121.0, 136.0]","[88.0, 78.4, 37.31, 39.43, 37.0]","[0.322, 0.6659999999999999, 1.3895211, 1.232712, 1.9708759999999999]","[73, 24, 14, 32, 52]",0,0,0,0,0,"['Ta', 'Cr', 'Si', 'Ge', 'Te']"
209,209,-2.103802325,"[{Element Ta: 0.1}, {Element Cr: 0.1}, {Element Si: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}]","[Element Ta, Element Cr, Element Si, Element Sn, Element Te]",-51.88530609,Ta1Cr1Si1Sn1Te6,3.0152,0,4,5,0,"[149.0, 130.0, 132.0, 162.0, 160.0]","[10.9, 7.23, 12.1, 16.3, 20.5]","[146.0, 122.0, 115.99999999999999, 140.0, 136.0]","[88.0, 78.4, 37.31, 42.4, 37.0]","[0.322, 0.6659999999999999, 1.3895211, 1.112067, 1.9708759999999999]","[73, 24, 14, 50, 52]",0,0,0,0,0,"['Ta', 'Cr', 'Si', 'Si', 'Te']"
210,210,-1.929989932,"[{Element Ta: 0.1}, {Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Ta, Element Cr, Element Si, Element Te, Element P]",-53.1118906,Ta1Cr1Si1Te6P1,4.0257,0,4,5,0,"[149.0, 130.0, 132.0, 160.0, 128.0]","[10.9, 7.23, 12.1, 20.5, 17.0]","[146.0, 122.0, 115.99999999999999, 136.0, 111.00000000000001]","[88.0, 78.4, 37.31, 37.0, 24.93]","[0.322, 0.6659999999999999, 1.3895211, 1.9708759999999999, 0.746607]","[73, 24, 14, 52, 15]",0,0,0,0,0,"['Ta', 'Cr', 'Si', 'P', 'Te']"
211,211,-2.09950648,"[{Element Ta: 0.1}, {Element Cr: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}]","[Element Ta, Element Cr, Element Si, Element Te]",-53.29697929,Ta1Cr1Si2Te6,3.743,0,4,5,0,"[149.0, 130.0, 132.0, 160.0]","[10.9, 7.23, 12.1, 20.5]","[146.0, 122.0, 115.99999999999999, 136.0]","[88.0, 78.4, 37.31, 37.0]","[0.322, 0.6659999999999999, 1.3895211, 1.9708759999999999]","[73, 24, 14, 52]",0,0,0,0,0,"['Ta', 'Cr', 'Si', 'Si', 'Te']"
212,212,-2.20446112,"[{Element Ta: 0.1}, {Element Cr: 0.1}, {Element Sn: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}]","[Element Ta, Element Cr, Element Sn, Element Ge, Element Te]",-51.1833446,Ta1Cr1Sn1Ge1Te6,3.0161,1,4,5,0,"[149.0, 130.0, 162.0, 137.0, 160.0]","[10.9, 7.23, 16.3, 13.6, 20.5]","[146.0, 122.0, 140.0, 121.0, 136.0]","[88.0, 78.4, 42.4, 39.43, 37.0]","[0.322, 0.6659999999999999, 1.112067, 1.232712, 1.9708759999999999]","[73, 24, 50, 32, 52]",0,0,0,0,0,"['Ta', 'Cr', 'Ge', 'Ge', 'Te']"
213,213,-1.733237267,"[{Element Ta: 0.1}, {Element Cr: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Ta, Element Cr, Element Sn, Element Te, Element P]",-51.49916889,Ta1Cr1Sn1Te6P1,3.9973,0,4,5,0,"[149.0, 130.0, 162.0, 160.0, 128.0]","[10.9, 7.23, 16.3, 20.5, 17.0]","[146.0, 122.0, 140.0, 136.0, 111.00000000000001]","[88.0, 78.4, 42.4, 37.0, 24.93]","[0.322, 0.6659999999999999, 1.112067, 1.9708759999999999, 0.746607]","[73, 24, 50, 52, 15]",0,0,0,0,0,"['Ta', 'Cr', 'P', 'P', 'Te']"
214,214,-2.53130835,"[{Element Ta: 0.1}, {Element Cr: 0.1}, {Element Sn: 0.2}, {Element Te: 0.6}]","[Element Ta, Element Cr, Element Sn, Element Te]",-50.89684307,Ta1Cr1Sn2Te6,3.0141,0,4,5,0,"[149.0, 130.0, 162.0, 160.0]","[10.9, 7.23, 16.3, 20.5]","[146.0, 122.0, 140.0, 136.0]","[88.0, 78.4, 42.4, 37.0]","[0.322, 0.6659999999999999, 1.112067, 1.9708759999999999]","[73, 24, 50, 52]",0,0,0,0,0,"['Ta', 'Cr', 'Te']"
215,215,-1.009306764,"[{Element Ta: 0.1}, {Element Cr: 0.1}, {Element Te: 0.6}, {Element P: 0.2}]","[Element Ta, Element Cr, Element Te, Element P]",-52.17563529,Ta1Cr1Te6P2,4.4606,1,4,5,0,"[149.0, 130.0, 160.0, 128.0]","[10.9, 7.23, 20.5, 17.0]","[146.0, 122.0, 136.0, 111.00000000000001]","[88.0, 78.4, 37.0, 24.93]","[0.322, 0.6659999999999999, 1.9708759999999999, 0.746607]","[73, 24, 52, 15]",0,0,0,0,0,"['Ta', 'Cr', 'P', 'P', 'Te']"
216,216,-3.022987827,"[{Element Zr: 0.1}, {Element Cr: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Zr, Element Cr, Element Ge, Element Te, Element P]",-50.09424498,Zr1Cr1Ge1Te6P1,3.0113,0,4,4,0,"[160.0, 130.0, 137.0, 160.0, 128.0]","[14.1, 7.23, 13.6, 20.5, 17.0]","[154.0, 122.0, 121.0, 136.0, 111.00000000000001]","[121.0, 78.4, 39.43, 37.0, 24.93]","[0.426, 0.6659999999999999, 1.232712, 1.9708759999999999, 0.746607]","[40, 24, 32, 52, 15]",0,0,0,0,0,"['Zr', 'Cr', 'Ge', 'P', 'Te']"
217,217,-3.31698814,"[{Element Zr: 0.1}, {Element Cr: 0.1}, {Element Ge: 0.2}, {Element Te: 0.6}]","[Element Zr, Element Cr, Element Ge, Element Te]",-49.60119715,Zr1Cr1Ge2Te6,2.7914,1,4,4,0,"[160.0, 130.0, 137.0, 160.0]","[14.1, 7.23, 13.6, 20.5]","[154.0, 122.0, 121.0, 136.0]","[121.0, 78.4, 39.43, 37.0]","[0.426, 0.6659999999999999, 1.232712, 1.9708759999999999]","[40, 24, 32, 52]",0,0,0,0,0,"['Zr', 'Cr', 'Ge', 'Ge', 'Te']"
218,218,-3.457669045,"[{Element Zr: 0.1}, {Element Cr: 0.1}, {Element Si: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}]","[Element Zr, Element Cr, Element Si, Element Ge, Element Te]",-50.54449834,Zr1Cr1Si1Ge1Te6,2.7858,0,4,4,0,"[160.0, 130.0, 132.0, 137.0, 160.0]","[14.1, 7.23, 12.1, 13.6, 20.5]","[154.0, 122.0, 115.99999999999999, 121.0, 136.0]","[121.0, 78.4, 37.31, 39.43, 37.0]","[0.426, 0.6659999999999999, 1.3895211, 1.232712, 1.9708759999999999]","[40, 24, 14, 32, 52]",0,0,0,0,0,"['Zr', 'Cr', 'Si', 'Ge', 'Te']"
219,219,-3.323560745,"[{Element Zr: 0.1}, {Element Cr: 0.1}, {Element Si: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}]","[Element Zr, Element Cr, Element Si, Element Sn, Element Te]",-49.79704128,Zr1Cr1Si1Sn1Te6,2.8259,0,4,4,0,"[160.0, 130.0, 132.0, 162.0, 160.0]","[14.1, 7.23, 12.1, 16.3, 20.5]","[154.0, 122.0, 115.99999999999999, 140.0, 136.0]","[121.0, 78.4, 37.31, 42.4, 37.0]","[0.426, 0.6659999999999999, 1.3895211, 1.112067, 1.9708759999999999]","[40, 24, 14, 50, 52]",0,0,0,0,0,"['Zr', 'Cr', 'Si', 'Si', 'Te']"
220,220,-3.244352762,"[{Element Zr: 0.1}, {Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Zr, Element Cr, Element Si, Element Te, Element P]",-51.1182302,Zr1Cr1Si1Te6P1,2.9958,0,4,4,0,"[160.0, 130.0, 132.0, 160.0, 128.0]","[14.1, 7.23, 12.1, 20.5, 17.0]","[154.0, 122.0, 115.99999999999999, 136.0, 111.00000000000001]","[121.0, 78.4, 37.31, 37.0, 24.93]","[0.426, 0.6659999999999999, 1.3895211, 1.9708759999999999, 0.746607]","[40, 24, 14, 52, 15]",0,0,0,0,0,"['Zr', 'Cr', 'Si', 'P', 'Te']"
221,221,-3.60269185,"[{Element Zr: 0.1}, {Element Cr: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}]","[Element Zr, Element Cr, Element Si, Element Te]",-51.49214143,Zr1Cr1Si2Te6,2.7489,0,4,4,0,"[160.0, 130.0, 132.0, 160.0]","[14.1, 7.23, 12.1, 20.5]","[154.0, 122.0, 115.99999999999999, 136.0]","[121.0, 78.4, 37.31, 37.0]","[0.426, 0.6659999999999999, 1.3895211, 1.9708759999999999]","[40, 24, 14, 52]",0,0,0,0,0,"['Zr', 'Cr', 'Si', 'Si', 'Te']"
222,222,-3.37892088,"[{Element Zr: 0.1}, {Element Cr: 0.1}, {Element Sn: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}]","[Element Zr, Element Cr, Element Sn, Element Ge, Element Te]",-49.04978113,Zr1Cr1Sn1Ge1Te6,2.8139,0,4,4,0,"[160.0, 130.0, 162.0, 137.0, 160.0]","[14.1, 7.23, 16.3, 13.6, 20.5]","[154.0, 122.0, 140.0, 121.0, 136.0]","[121.0, 78.4, 42.4, 39.43, 37.0]","[0.426, 0.6659999999999999, 1.112067, 1.232712, 1.9708759999999999]","[40, 24, 50, 32, 52]",0,0,0,0,0,"['Zr', 'Cr', 'Ge', 'Ge', 'Te']"
223,223,-3.050060477,"[{Element Zr: 0.1}, {Element Cr: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Zr, Element Cr, Element Sn, Element Te, Element P]",-49.50796887,Zr1Cr1Sn1Te6P1,3.0124,1,4,4,0,"[160.0, 130.0, 162.0, 160.0, 128.0]","[14.1, 7.23, 16.3, 20.5, 17.0]","[154.0, 122.0, 140.0, 136.0, 111.00000000000001]","[121.0, 78.4, 42.4, 37.0, 24.93]","[0.426, 0.6659999999999999, 1.112067, 1.9708759999999999, 0.746607]","[40, 24, 50, 52, 15]",0,0,0,0,0,"['Zr', 'Cr', 'P', 'P', 'Te']"
224,224,-3.55734412,"[{Element Zr: 0.1}, {Element Cr: 0.1}, {Element Sn: 0.2}, {Element Te: 0.6}]","[Element Zr, Element Cr, Element Sn, Element Te]",-48.61485561,Zr1Cr1Sn2Te6,2.8007,0,4,4,0,"[160.0, 130.0, 162.0, 160.0]","[14.1, 7.23, 16.3, 20.5]","[154.0, 122.0, 140.0, 136.0]","[121.0, 78.4, 42.4, 37.0]","[0.426, 0.6659999999999999, 1.112067, 1.9708759999999999]","[40, 24, 50, 52]",0,0,0,0,0,"['Zr', 'Cr', 'Te']"
225,225,-2.150966554,"[{Element Zr: 0.1}, {Element Cr: 0.1}, {Element Te: 0.6}, {Element P: 0.2}]","[Element Zr, Element Cr, Element Te, Element P]",-50.00927185,Zr1Cr1Te6P2,3.3308,0,4,4,0,"[160.0, 130.0, 160.0, 128.0]","[14.1, 7.23, 20.5, 17.0]","[154.0, 122.0, 136.0, 111.00000000000001]","[121.0, 78.4, 37.0, 24.93]","[0.426, 0.6659999999999999, 1.9708759999999999, 0.746607]","[40, 24, 52, 15]",0,0,0,0,0,"['Zr', 'Cr', 'P', 'P', 'Te']"
